Threshold,Precision,Recall,F1 Score
0.3,0.43033292231812575,0.9331550802139037,0.5890295358649789
0.4,0.46870451237263466,0.8609625668449198,0.6069745523091423
0.5,0.5078809106830122,0.7754010695187166,0.6137566137566137
0.6,0.5456431535269709,0.7032085561497327,0.6144859813084113
0.7,0.6109589041095891,0.5962566844919787,0.6035182679296346
